msr_id,msr_section,msr_table,msr_name,msr_data_url,msr_population_or_survey,msr_survey size,msr_min_geo_resolution,src_org,src_name,src_url,src_year_first_published,src_year_last_published,src_discontinuity,src_pub_frequency,src_pub_lag_months,src_data_provider,src_statistic_class,src_methodology_url,src_quality_url,msr_strength
269,Workforce Estimates: Recruitment and retention,Table 4.6,Experience in sector trends,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,Population+Estimates+Survey,"Full returns for LA, 50% for independents",Region,Skills for Care,State of the ASC sector and workforce,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/publications/national-information/The-state-of-the-adult-social-care-sector-and-workforce-in-England.aspx,2012,2019,0,Annual,TBD,"LA,Independents",TBD,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/Our-work/Our-data.aspx,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,0.55
270,Workforce Estimates: Recruitment and retention,Table 4.7,Length of time worker has been in current role,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,Population+Estimates+Survey,"Full returns for LA, 50% for independents",Region,Skills for Care,State of the ASC sector and workforce,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/publications/national-information/The-state-of-the-adult-social-care-sector-and-workforce-in-England.aspx,2012,2019,0,Annual,TBD,"LA,Independents",TBD,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/Our-work/Our-data.aspx,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,0.55
271,Workforce Estimates: Recruitment and retention,Table 4.8,Experience in role trends,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,Population+Estimates+Survey,"Full returns for LA, 50% for independents",Region,Skills for Care,State of the ASC sector and workforce,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/publications/national-information/The-state-of-the-adult-social-care-sector-and-workforce-in-England.aspx,2012,2019,0,Annual,TBD,"LA,Independents",TBD,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/Our-work/Our-data.aspx,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,0.55
272,Workforce Estimates: Recruitment and retention,Table 4.9,Proportion of directly employed staff who left their role in the previous 12 months,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,Population+Estimates+Survey,"Full returns for LA, 50% for independents",Region,Skills for Care,State of the ASC sector and workforce,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/publications/national-information/The-state-of-the-adult-social-care-sector-and-workforce-in-England.aspx,2012,2019,0,Annual,TBD,"LA,Independents",TBD,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/Our-work/Our-data.aspx,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,0.55
273,Workforce Estimates: Recruitment and retention,Table 4.10,Turnover rate trend,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,Population+Estimates+Survey,"Full returns for LA, 50% for independents",Region,Skills for Care,State of the ASC sector and workforce,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/publications/national-information/The-state-of-the-adult-social-care-sector-and-workforce-in-England.aspx,2012,2019,0,Annual,TBD,"LA,Independents",TBD,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/Our-work/Our-data.aspx,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,0.55
274,Workforce Estimates: Recruitment and retention,Table 4.11,Reasons for leaving role,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,Population+Estimates+Survey,"Full returns for LA, 50% for independents",Region,Skills for Care,State of the ASC sector and workforce,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/publications/national-information/The-state-of-the-adult-social-care-sector-and-workforce-in-England.aspx,2012,2019,0,Annual,TBD,"LA,Independents",TBD,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/Our-work/Our-data.aspx,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,0.55
275,Workforce Estimates: Recruitment and retention,Table 4.12,Destination of leavers,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,Population+Estimates+Survey,"Full returns for LA, 50% for independents",Region,Skills for Care,State of the ASC sector and workforce,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/publications/national-information/The-state-of-the-adult-social-care-sector-and-workforce-in-England.aspx,2012,2019,0,Annual,TBD,"LA,Independents",TBD,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/Our-work/Our-data.aspx,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,0.55
276,Workforce Estimates: Recruitment and retention,Table 4.13,Estimated number of vacancies in the adult social care sector,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,Population+Estimates+Survey,"Full returns for LA, 50% for independents",Region,Skills for Care,State of the ASC sector and workforce,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/publications/national-information/The-state-of-the-adult-social-care-sector-and-workforce-in-England.aspx,2012,2019,0,Annual,TBD,"LA,Independents",TBD,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/Our-work/Our-data.aspx,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,0.55
277,Workforce Estimates: Recruitment and retention,Table 4.14,Vacancy rate trend,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,Population+Estimates+Survey,"Full returns for LA, 50% for independents",Region,Skills for Care,State of the ASC sector and workforce,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/publications/national-information/The-state-of-the-adult-social-care-sector-and-workforce-in-England.aspx,2012,2019,0,Annual,TBD,"LA,Independents",TBD,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/Our-work/Our-data.aspx,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,0.55
278,Workforce Estimates: Recruitment and retention,Table 4.15,Sickness rates and mean sickness days,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,Population+Estimates+Survey,"Full returns for LA, 50% for independents",Region,Skills for Care,State of the ASC sector and workforce,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/publications/national-information/The-state-of-the-adult-social-care-sector-and-workforce-in-England.aspx,2012,2019,0,Annual,TBD,"LA,Independents",TBD,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/Our-work/Our-data.aspx,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,0.55
279,Workforce Estimates: Workforce demographics,Table 5.1,Gender within the adult social care workforce,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,Population+Estimates+Survey,"Full returns for LA, 50% for independents",Region,Skills for Care,State of the ASC sector and workforce,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/publications/national-information/The-state-of-the-adult-social-care-sector-and-workforce-in-England.aspx,2012,2019,0,Annual,TBD,"LA,Independents",TBD,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/Our-work/Our-data.aspx,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,0.55
280,Workforce Estimates: Workforce demographics,Table 5.2,Age within the adult social care workforce,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,Population+Estimates+Survey,"Full returns for LA, 50% for independents",Region,Skills for Care,State of the ASC sector and workforce,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/publications/national-information/The-state-of-the-adult-social-care-sector-and-workforce-in-England.aspx,2012,2019,0,Annual,TBD,"LA,Independents",TBD,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/Our-work/Our-data.aspx,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,0.55
281,Workforce Estimates: Workforce demographics,Table 5.3,Age trends,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,Population+Estimates+Survey,"Full returns for LA, 50% for independents",Region,Skills for Care,State of the ASC sector and workforce,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/publications/national-information/The-state-of-the-adult-social-care-sector-and-workforce-in-England.aspx,2012,2019,0,Annual,TBD,"LA,Independents",TBD,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/Our-work/Our-data.aspx,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,0.55
282,Workforce Estimates: Workforce demographics,Table 5.4,Disability within the adult social care workforce,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,Population+Estimates+Survey,"Full returns for LA, 50% for independents",Region,Skills for Care,State of the ASC sector and workforce,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/publications/national-information/The-state-of-the-adult-social-care-sector-and-workforce-in-England.aspx,2012,2019,0,Annual,TBD,"LA,Independents",TBD,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/Our-work/Our-data.aspx,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,0.55
283,Workforce Estimates: Workforce demographics,Table 5.5,Ethnicity within the adult social care workforce,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,Population+Estimates+Survey,"Full returns for LA, 50% for independents",Region,Skills for Care,State of the ASC sector and workforce,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/publications/national-information/The-state-of-the-adult-social-care-sector-and-workforce-in-England.aspx,2012,2019,0,Annual,TBD,"LA,Independents",TBD,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/Our-work/Our-data.aspx,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,0.55
284,Workforce Estimates: Workforce demographics,Table 5.6,Nationality within the adult social care workforce,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,Population+Estimates+Survey,"Full returns for LA, 50% for independents",Region,Skills for Care,State of the ASC sector and workforce,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/publications/national-information/The-state-of-the-adult-social-care-sector-and-workforce-in-England.aspx,2012,2019,0,Annual,TBD,"LA,Independents",TBD,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/Our-work/Our-data.aspx,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,0.55
285,Workforce Estimates: Workforce demographics,Table 5.7,Nationality trends,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,Population+Estimates+Survey,"Full returns for LA, 50% for independents",Region,Skills for Care,State of the ASC sector and workforce,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/publications/national-information/The-state-of-the-adult-social-care-sector-and-workforce-in-England.aspx,2012,2019,0,Annual,TBD,"LA,Independents",TBD,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/Our-work/Our-data.aspx,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,0.55
286,Workforce Estimates: Workforce demographics,Table 5.8,Top 5 Nationalities,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,Population+Estimates+Survey,"Full returns for LA, 50% for independents",Region,Skills for Care,State of the ASC sector and workforce,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/publications/national-information/The-state-of-the-adult-social-care-sector-and-workforce-in-England.aspx,2012,2019,0,Annual,TBD,"LA,Independents",TBD,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/Our-work/Our-data.aspx,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,0.55
287,Workforce Estimates: Workforce demographics,Table 5.9,County of birth within the adult social care workforce,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,Population+Estimates+Survey,"Full returns for LA, 50% for independents",Region,Skills for Care,State of the ASC sector and workforce,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/publications/national-information/The-state-of-the-adult-social-care-sector-and-workforce-in-England.aspx,2012,2019,0,Annual,TBD,"LA,Independents",TBD,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/Our-work/Our-data.aspx,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,0.55
288,Workforce Estimates: Workforce demographics,Table 5.10,Top 5 Countries of birth,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,Population+Estimates+Survey,"Full returns for LA, 50% for independents",Region,Skills for Care,State of the ASC sector and workforce,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/publications/national-information/The-state-of-the-adult-social-care-sector-and-workforce-in-England.aspx,2012,2019,0,Annual,TBD,"LA,Independents",TBD,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/Our-work/Our-data.aspx,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,0.55
289,Workforce Estimates: Workforce demographics,Table 5.11,"Year of entry to the UK, if non-UK born",https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,Population+Estimates+Survey,"Full returns for LA, 50% for independents",Region,Skills for Care,State of the ASC sector and workforce,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/publications/national-information/The-state-of-the-adult-social-care-sector-and-workforce-in-England.aspx,2012,2019,0,Annual,TBD,"LA,Independents",TBD,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/Our-work/Our-data.aspx,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,0.55
290,Workforce Estimates: Pay,Table 6.1,Full time equivalent (FTE) mean annual pay rate,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,Population+Estimates+Survey,"Full returns for LA, 50% for independents",Region,Skills for Care,State of the ASC sector and workforce,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/publications/national-information/The-state-of-the-adult-social-care-sector-and-workforce-in-England.aspx,2012,2019,0,Annual,TBD,"LA,Independents",TBD,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/Our-work/Our-data.aspx,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,0.55
291,Workforce Estimates: Pay,Table 6.2,Mean hourly pay rate,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,Population+Estimates+Survey,"Full returns for LA, 50% for independents",Region,Skills for Care,State of the ASC sector and workforce,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/publications/national-information/The-state-of-the-adult-social-care-sector-and-workforce-in-England.aspx,2012,2019,0,Annual,TBD,"LA,Independents",TBD,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/Our-work/Our-data.aspx,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,0.55
292,Workforce Estimates: Pay,Table 6.3,Full-time equivalent (FTE) mean annual pay trends,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,Population+Estimates+Survey,"Full returns for LA, 50% for independents",Region,Skills for Care,State of the ASC sector and workforce,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/publications/national-information/The-state-of-the-adult-social-care-sector-and-workforce-in-England.aspx,2012,2019,0,Annual,TBD,"LA,Independents",TBD,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/Our-work/Our-data.aspx,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,0.55
293,Workforce Estimates: Pay,Table 6.4,Mean hourly pay trends,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,Population+Estimates+Survey,"Full returns for LA, 50% for independents",Region,Skills for Care,State of the ASC sector and workforce,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/publications/national-information/The-state-of-the-adult-social-care-sector-and-workforce-in-England.aspx,2012,2019,0,Annual,TBD,"LA,Independents",TBD,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/Our-work/Our-data.aspx,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,0.55
294,Workforce Estimates: Qualifications and training,Table 7.1,Care certificate status,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,Population+Estimates+Survey,"Full returns for LA, 50% for independents",Region,Skills for Care,State of the ASC sector and workforce,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/publications/national-information/The-state-of-the-adult-social-care-sector-and-workforce-in-England.aspx,2012,2019,0,Annual,TBD,"LA,Independents",TBD,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/Our-work/Our-data.aspx,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,0.55
295,Workforce Estimates: Qualifications and training,Table 7.2,Highest social care qualification held by level,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,Population+Estimates+Survey,"Full returns for LA, 50% for independents",Region,Skills for Care,State of the ASC sector and workforce,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/publications/national-information/The-state-of-the-adult-social-care-sector-and-workforce-in-England.aspx,2012,2019,0,Annual,TBD,"LA,Independents",TBD,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/Our-work/Our-data.aspx,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,0.55
296,Workforce Estimates: Qualifications and training,Table 7.3,Summary of training by category and job role group,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,Population+Estimates+Survey,"Full returns for LA, 50% for independents",Region,Skills for Care,State of the ASC sector and workforce,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/publications/national-information/The-state-of-the-adult-social-care-sector-and-workforce-in-England.aspx,2012,2019,0,Annual,TBD,"LA,Independents",TBD,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/Our-work/Our-data.aspx,https://www.skillsforcare.org.uk/adult-social-care-workforce-data/Workforce-intelligence/documents/ASC-Workforce-Statistical-Appendix-2019.xlsx,0.55
297,Long stay beds,Worksheet 4,"Number of beds occupied by patients who have stays of 7, 14 or 21 days in hospital",https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2020/02/Winter-SitRep-Acute-Web-File-17-February-2020-23-February-2020-.xlsx,Population,N/A,Trust,NHS Digital,Winter Daily SitRep,https://www.england.nhs.uk/statistics/statistical-work-areas/winter-daily-sitreps/winter-daily-sitrep-2019-20-data/,2010,2020,0,"Weekly, during winter only",0,Trusts,TBD,https://improvement.nhs.uk/resources/how-to-complete-daily-sitreps/,TBD,0.79
298,Location,Location Worksheet,"Location ratings by domain (Overall, Caring, Effective, Response, Safe, Unspecified, Well-led)",https://drive.google.com/drive/u/0/folders/0B1jvn_rdpdEzfm55Mm1nanQweHE4R3lFSWRqTWYxT056WjZiLVlDMzVGemhiS3RuSU1RUFU,Population,TBD,Location,CQC,State of Care Ratings Data,https://www.cqc.org.uk/publications/major-report/state-care,2010,2020,0,Monthly,TBD,CQC,TBD,https://www.cqc.org.uk/publications/major-report/state-care,TBD,0.73
299,Disability,Table 4.1,"Disability prevalence by age group, 2017/18, United Kingdom",https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/789336/frs-disability-data-tables-2017-18.xlsx,Survey,"37,885 in Great Britain",UK,DWP,Family Resources Survey,https://www.gov.uk/government/collections/family-resources-survey--2,1994,2019,0,Annual,TBD,DWP,National,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/789455/family-resources-survey-2017-18-background-note-methodology.pdf,TBD,0.55
300,Disability,Table 4.2,"Disability prevalence by gender, 2007/08 to 2017/18, United Kingdom ",https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/789336/frs-disability-data-tables-2017-18.xlsx,Survey,"37,885 in Great Britain",UK,DWP,Family Resources Survey,https://www.gov.uk/government/collections/family-resources-survey--2,1994,2019,0,Annual,TBD,DWP,National,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/789455/family-resources-survey-2017-18-background-note-methodology.pdf,TBD,0.55
301,Disability,Table 4.3,"Disability prevalence by age and gender, average of 2015/16, 2016/17 and 2017/18 United Kingdom",https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/789336/frs-disability-data-tables-2017-18.xlsx,Survey,"37,885 in Great Britain",UK,DWP,Family Resources Survey,https://www.gov.uk/government/collections/family-resources-survey--2,1994,2019,0,Annual,TBD,DWP,National,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/789455/family-resources-survey-2017-18-background-note-methodology.pdf,TBD,0.55
302,Disability,Table 4.4,"Disability prevalence by region/ country, 2017/18, United Kingdom ",https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/789336/frs-disability-data-tables-2017-18.xlsx,Survey,"37,885 in Great Britain",Region,DWP,Family Resources Survey,https://www.gov.uk/government/collections/family-resources-survey--2,1994,2019,0,Annual,TBD,DWP,National,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/789455/family-resources-survey-2017-18-background-note-methodology.pdf,TBD,0.62
303,Disability,Table 4.5,"Impairment types reported by disabled people, 2015/16, 2016/17 and 2017/18 United Kingdom",https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/789336/frs-disability-data-tables-2017-18.xlsx,Survey,"37,885 in Great Britain",UK,DWP,Family Resources Survey,https://www.gov.uk/government/collections/family-resources-survey--2,1994,2019,0,Annual,TBD,DWP,National,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/789455/family-resources-survey-2017-18-background-note-methodology.pdf,TBD,0.55
304,Disability,Table 4.6,"Impairment types reported by disabled people, by age group, 2017/18, United Kingdom",https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/789336/frs-disability-data-tables-2017-18.xlsx,Survey,"37,885 in Great Britain",UK,DWP,Family Resources Survey,https://www.gov.uk/government/collections/family-resources-survey--2,1994,2019,0,Annual,TBD,DWP,National,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/789455/family-resources-survey-2017-18-background-note-methodology.pdf,TBD,0.55
305,Disability,Table 4.7,"Adults by disability status, of working age, by employment status and gender, 2017/18, United Kingdom",https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/789336/frs-disability-data-tables-2017-18.xlsx,Survey,"37,885 in Great Britain",UK,DWP,Family Resources Survey,https://www.gov.uk/government/collections/family-resources-survey--2,1994,2019,0,Annual,TBD,DWP,National,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/789455/family-resources-survey-2017-18-background-note-methodology.pdf,TBD,0.55
306,Disability,Table 4.8,"Benefit units by disability status and benefit unit type, 2017/18, United Kingdom ",https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/789336/frs-disability-data-tables-2017-18.xlsx,Survey,"37,885 in Great Britain",UK,DWP,Family Resources Survey,https://www.gov.uk/government/collections/family-resources-survey--2,1994,2019,0,Annual,TBD,DWP,National,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/789455/family-resources-survey-2017-18-background-note-methodology.pdf,TBD,0.55
307,Disability,Table 4.9,"Benefit units by disability status and state support receipt, 2017/18, United Kingdom ",https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/789336/frs-disability-data-tables-2017-18.xlsx,Survey,"37,885 in Great Britain",UK,DWP,Family Resources Survey,https://www.gov.uk/government/collections/family-resources-survey--2,1994,2019,0,Annual,TBD,DWP,National,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/789455/family-resources-survey-2017-18-background-note-methodology.pdf,TBD,0.55
